Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_008398,BORR_008398,448891,11.0,24,782278,209233,3.28,1.28,555,34207,2024-09-09,0,2.0,5.0,4,0,810312,76357,-0.2039,9,2,0.0912,-0.1006,7.5,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_008399,BORR_008399,153809,7.87,60,2133816,149603,2.74,1.48,699,252656,2020-02-19,0,0.61,5.0,40,9,2231296,149464,0.1748,14,58,0.0055,0.1378,5.8,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008400,BORR_008400,231144,7.47,36,318811,770771,1.46,2.88,724,39671,2025-01-23,1,2.0,5.0,34,71,318780,29730,-0.186,247,43,-0.2758,-0.3679,5.0,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_008401,BORR_008401,934237,10.73,48,1271387,22340,3.38,3.1,661,17505,2022-01-02,0,2.0,0.8,49,1,1326251,113679,0.0607,2,15,0.1498,-0.2553,5.6,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_008402,BORR_008402,415807,5.46,36,2208437,130671,3.7,2.37,600,11715,2023-05-10,1,2.0,5.0,54,152,2226840,221652,-0.0781,118,112,-0.0769,-0.1276,1.0,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_008403,BORR_008403,126258,6.78,36,1335058,116431,2.89,3.13,584,58386,2020-03-15,0,2.0,5.0,2,2,1340182,115677,0.0444,24,69,-0.0103,-0.0,5.4,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008404,BORR_008404,1237425,4.46,24,444114,118217,2.29,3.11,648,887676,2024-09-07,0,1.39,2.11,53,22,442092,30288,0.2677,3,77,0.1723,0.1063,7.7,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008405,BORR_008405,4687,4.8,48,3174553,911374,1.78,1.4,591,167810,2023-02-27,0,0.03,5.0,24,23,3082264,210687,0.4757,10,73,-0.2738,-0.4414,2.7,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_008406,BORR_008406,3534597,6.68,48,102942,363851,1.66,2.54,660,20381,2020-07-23,1,2.0,3.9,35,110,97833,9402,-0.2191,250,37,0.0066,-0.4474,5.4,0,0,1,0,0,0,0,0,0,1,0,0
LOAN_008407,BORR_008407,12595,4.21,24,181353,191115,3.03,2.9,736,43220,2021-04-07,1,0.29,5.0,14,178,176665,16731,-0.0508,76,85,0.0267,-0.6893,6.1,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008408,BORR_008408,63535,6.7,48,1046321,22377,2.62,2.31,707,564682,2022-12-05,0,0.11,5.0,24,20,1047338,81897,-0.0034,13,6,-0.0653,-0.2302,6.1,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_008409,BORR_008409,153065,11.2,120,67860,37256,1.05,2.98,629,118446,2022-12-01,1,1.29,5.0,1,120,67045,5850,-0.4037,117,52,-0.185,-0.3336,5.2,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008410,BORR_008410,130650,4.67,60,468892,465120,0.99,2.5,686,116395,2022-05-31,0,1.12,5.0,16,10,466476,38711,0.1636,20,62,-0.0076,0.1689,6.7,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008411,BORR_008411,736464,8.8,48,683077,226534,0.75,1.57,652,45925,2022-02-15,0,2.0,5.0,53,17,715908,70807,0.2315,1,45,0.1308,0.0949,8.5,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_008412,BORR_008412,33297,14.04,84,7460320,803521,2.89,2.65,676,18520,2024-09-11,0,1.8,5.0,1,10,7348618,722604,0.0627,26,47,-0.1169,0.1699,3.6,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_008413,BORR_008413,240662,12.7,48,544657,64525,1.6,2.39,666,1466951,2022-09-30,0,0.16,5.0,28,25,542052,53913,-0.1134,8,24,0.0413,-0.1999,5.4,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008414,BORR_008414,68369,7.36,24,642653,172098,0.57,2.49,826,27443,2024-04-03,0,2.0,5.0,4,20,619100,59153,0.1591,9,42,-0.0594,-0.0571,4.6,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008415,BORR_008415,253396,14.17,48,130709,130874,1.68,1.06,681,422634,2023-08-08,0,0.6,5.0,46,24,124800,12103,0.0377,26,54,0.0454,-0.1337,8.4,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_008416,BORR_008416,147685,7.63,24,1317742,514355,3.41,1.14,748,55523,2020-06-14,1,2.0,5.0,24,45,1354033,100075,-0.1992,180,73,-0.012,-0.2433,5.7,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008417,BORR_008417,187100,4.8,60,1217009,2373279,1.37,3.0,551,7812,2024-05-14,0,2.0,5.0,15,27,1225611,115657,-0.0514,12,64,0.0212,0.1009,3.2,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_008418,BORR_008418,71332,14.93,120,324086,78329,2.72,1.96,717,115844,2025-06-14,1,0.62,5.0,24,171,332535,30026,-0.171,276,95,-0.2679,0.0089,5.0,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008419,BORR_008419,75728,13.57,36,3600599,11533,2.04,1.38,625,697974,2024-06-15,1,0.11,3.9,52,38,3474528,343142,-0.0824,142,32,-0.2878,-0.1065,6.2,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008420,BORR_008420,250423,9.13,36,3329811,306649,2.42,1.05,685,40199,2024-09-21,0,2.0,5.0,1,4,3353728,287443,-0.1593,27,28,0.0445,-0.1037,7.4,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_008421,BORR_008421,670362,11.33,36,614665,278879,2.59,1.51,659,30941,2023-11-02,1,2.0,5.0,59,120,599522,41670,0.0433,54,82,-0.3008,-0.1013,5.4,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008422,BORR_008422,66342,11.38,36,119388,15350,2.09,1.6,361,66086,2021-02-23,0,1.0,5.0,39,24,116141,10055,-0.0359,11,68,-0.0618,0.2118,8.4,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_008423,BORR_008423,44216,6.14,60,332163,45120,0.7,3.45,803,10826,2024-10-11,0,2.0,5.0,31,22,315937,28293,-0.2001,24,33,-0.0943,-0.0499,5.2,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008424,BORR_008424,408476,6.2,48,7582077,91926,2.49,3.05,538,26712,2023-01-26,0,2.0,5.0,7,20,7301798,540411,0.0422,15,58,0.0836,0.0237,3.6,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_008425,BORR_008425,155009,9.17,12,1421356,720330,1.89,1.01,558,444091,2022-10-04,0,0.35,5.0,11,18,1394246,111266,-0.105,16,60,0.0061,0.0195,6.4,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_008426,BORR_008426,565659,14.03,60,479599,42629,1.2,2.82,621,38434,2024-05-16,0,2.0,2.66,5,4,461224,39949,-0.2167,15,51,0.1097,0.0109,8.2,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008427,BORR_008427,41827,4.11,24,6196389,114881,3.64,2.32,586,8927,2020-06-28,0,2.0,5.0,30,13,6497445,514187,-0.0973,6,62,-0.0987,-0.0929,7.6,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_008428,BORR_008428,11280,12.61,120,962886,12588,3.08,1.42,589,38515,2022-04-29,0,0.29,5.0,48,19,944459,74768,-0.1342,1,25,-0.2035,-0.0156,3.7,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008429,BORR_008429,73166,4.63,36,1222035,306629,1.49,2.82,665,50778,2021-05-22,0,1.44,5.0,44,2,1176859,83678,-0.077,8,76,-0.054,-0.022,5.5,0,0,0,1,0,0,0,0,0,0,0,1
LOAN_008430,BORR_008430,51558,9.26,48,21189045,32370,2.39,0.88,675,54914,2024-01-04,0,0.94,5.0,56,12,20551429,2014551,-0.1789,26,11,-0.082,0.0039,4.0,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_008431,BORR_008431,144613,11.02,12,3632318,2745268,3.87,2.78,627,514010,2023-11-25,0,0.28,5.0,42,3,3664174,335943,-0.0393,11,21,0.0005,0.1465,5.8,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_008432,BORR_008432,62613,11.55,36,853742,53881,1.36,3.22,634,1711513,2020-08-26,0,0.04,5.0,37,12,816522,54468,-0.087,12,72,-0.0664,0.2691,3.5,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008433,BORR_008433,494610,4.64,60,1874623,559245,3.82,3.18,625,82653,2021-07-25,1,2.0,5.0,11,165,1942565,179079,-0.289,132,42,-0.0956,-0.3229,3.3,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008434,BORR_008434,105638,8.6,48,2329518,326743,2.89,2.89,633,362513,2025-02-06,1,0.29,5.0,57,140,2437025,222564,0.0221,147,98,-0.312,-0.226,6.5,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008435,BORR_008435,203966,10.42,84,3223034,52770,2.39,3.32,718,78860,2020-10-01,0,2.0,5.0,34,7,3141409,210446,0.059,2,35,0.0281,-0.1188,4.5,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008436,BORR_008436,206169,4.73,48,346652,689036,3.94,2.71,800,5345,2024-04-18,0,2.0,5.0,48,20,344922,27244,-0.0153,21,73,0.0289,0.0331,3.4,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008437,BORR_008437,218039,5.49,84,8499716,11743,1.67,2.65,700,4145,2024-12-08,0,2.0,3.27,32,17,8093543,703260,-0.0194,20,58,0.0334,-0.0758,7.8,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_008438,BORR_008438,156969,11.3,120,6643766,157456,1.47,0.87,849,32077,2020-11-01,1,2.0,5.0,23,163,6737250,550826,-0.0396,39,111,-0.1765,-0.306,4.0,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_008439,BORR_008439,350074,9.74,48,394461,407481,1.69,1.27,425,13646,2021-05-06,0,2.0,5.0,42,25,391065,36212,-0.1019,17,67,0.0713,0.1705,4.3,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_008440,BORR_008440,49341,5.78,48,1181958,118941,3.13,2.91,616,15381,2025-01-24,0,2.0,5.0,2,18,1154779,93362,0.1255,24,51,-0.0855,-0.3739,5.4,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_008441,BORR_008441,1327923,9.89,60,1315452,36779,1.68,3.49,579,5882,2021-04-15,0,2.0,1.11,45,4,1276887,91674,-0.244,2,67,0.1779,0.0788,3.9,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008442,BORR_008442,114141,14.04,24,1457732,1268873,0.86,2.74,773,758107,2021-01-09,0,0.15,5.0,50,11,1480184,146854,0.0079,21,76,-0.0184,-0.064,6.6,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_008443,BORR_008443,22758,4.17,84,3049728,137893,2.76,2.37,710,682931,2024-12-22,0,0.03,5.0,9,3,3024176,226010,-0.0285,8,79,-0.1474,0.0741,6.7,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008444,BORR_008444,215800,11.07,48,807569,79089,1.28,1.3,660,109766,2021-11-07,0,1.97,5.0,36,21,781699,70813,0.1099,14,50,0.0326,-0.1295,7.9,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_008445,BORR_008445,45398,4.81,60,2019584,38684,0.51,3.36,727,18058,2021-03-31,0,2.0,5.0,18,5,2057776,147004,-0.1938,7,89,-0.0921,0.1844,7.4,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_008446,BORR_008446,441530,4.07,12,2570707,184309,1.2,2.55,777,145776,2020-07-09,0,2.0,4.81,49,6,2587435,200872,0.0219,9,67,0.0898,0.142,6.7,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008447,BORR_008447,4476752,5.66,60,2179864,123367,3.37,2.12,579,89207,2021-07-30,0,2.0,1.29,12,19,2258049,183807,0.0714,20,25,0.2752,0.0903,5.6,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008448,BORR_008448,50018,8.65,36,2128216,111670,3.79,3.13,579,154831,2022-12-12,0,0.32,5.0,1,17,2046806,149569,-0.2657,21,72,-0.0844,0.124,2.8,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008449,BORR_008449,267950,12.83,60,2340649,1392306,2.82,3.37,630,34343,2025-03-30,0,2.0,5.0,34,10,2407513,196610,-0.1411,2,40,0.0499,-0.1068,3.7,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008450,BORR_008450,11692,7.1,48,1556603,1359822,1.59,1.8,673,7441,2024-08-29,0,1.57,5.0,4,0,1583612,113870,0.0062,4,74,-0.2007,-0.0879,6.3,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008451,BORR_008451,321533,10.88,36,120377,225302,2.03,2.19,703,39051,2021-07-24,1,2.0,5.0,6,39,115742,9872,-0.0303,275,30,0.0625,-0.365,7.9,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008452,BORR_008452,43106,8.52,120,356178,397811,1.18,1.11,657,45017,2024-02-23,0,0.96,5.0,24,20,363117,32241,0.0474,13,52,-0.0963,-0.1102,5.9,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008453,BORR_008453,63751,6.58,60,254732,23483,3.58,3.39,666,66044,2023-08-16,0,0.97,5.0,32,10,253243,17409,0.1041,18,37,-0.065,0.2218,8.7,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008454,BORR_008454,31196,9.66,120,331427,183259,2.83,1.13,713,13726,2022-04-21,0,2.0,5.0,47,2,346174,33130,-0.1419,25,52,-0.1222,-0.0435,5.1,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008455,BORR_008455,488076,12.77,36,366831,230608,0.8,3.31,699,39408,2020-01-03,0,2.0,5.0,37,6,353684,25761,-0.2183,17,87,0.0979,0.0803,3.6,0,0,0,0,0,0,0,0,0,0,1,0
LOAN_008456,BORR_008456,737452,13.16,48,4171658,122741,1.78,1.32,640,136423,2023-05-23,0,2.0,5.0,28,24,4231243,313868,0.0327,25,55,0.1309,0.3199,6.0,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008457,BORR_008457,168565,13.31,48,5962909,92265,2.38,3.25,717,56782,2025-02-23,0,2.0,5.0,10,23,5892534,522736,-0.1644,24,18,0.0128,-0.1009,7.0,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008458,BORR_008458,44505,7.72,60,2602095,58333,3.29,2.02,619,169918,2024-11-24,1,0.26,5.0,14,67,2720962,223912,-0.1134,347,50,-0.2852,-0.2387,3.2,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_008459,BORR_008459,1766100,12.73,12,365190,170403,3.72,2.4,645,7094,2023-09-02,0,2.0,1.03,23,5,358980,29907,0.1598,3,68,0.2007,0.1631,5.3,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008460,BORR_008460,52806,6.33,36,397633,721080,0.96,0.9,825,247463,2020-04-06,0,0.21,5.0,39,18,416011,29511,0.0484,28,86,-0.08,0.1477,5.0,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008461,BORR_008461,6354,12.12,84,553934,894757,3.42,1.86,563,15274,2020-04-11,0,0.42,5.0,38,25,576173,53886,-0.0652,2,52,-0.2494,-0.0442,5.3,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_008462,BORR_008462,323703,14.43,36,499360,162750,0.73,2.13,677,106036,2021-10-28,0,2.0,5.0,28,10,487893,42561,-0.0847,12,18,0.065,-0.0725,4.4,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_008463,BORR_008463,31033,4.15,120,5866121,650807,1.34,0.83,660,70481,2022-02-14,0,0.44,5.0,41,1,6044182,430221,0.1131,3,65,-0.1226,-0.03,7.6,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008464,BORR_008464,717058,8.84,24,235922,48400,0.57,2.58,744,10910,2021-07-29,0,2.0,1.38,41,28,247614,19594,0.0518,8,47,0.1286,0.2222,4.3,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008465,BORR_008465,91885,11.13,120,1752702,338671,0.72,3.07,845,12649,2022-07-07,0,2.0,5.0,47,27,1709351,160132,-0.1622,24,65,-0.0357,-0.0369,4.6,0,0,0,1,0,0,1,0,0,0,0,0
LOAN_008466,BORR_008466,402548,11.72,60,260729,140593,0.61,0.87,751,27829,2021-07-05,0,2.0,5.0,45,8,259080,22180,-0.2722,27,72,0.0824,0.0167,4.5,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_008467,BORR_008467,1332077,5.94,60,2180856,67068,1.01,2.13,673,111942,2023-03-23,1,2.0,2.33,1,65,2185257,153597,0.0064,291,112,-0.1908,-0.1051,2.9,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008468,BORR_008468,26548,14.69,36,760245,2683923,3.57,0.89,691,210104,2023-08-25,0,0.13,5.0,36,9,744654,58896,-0.1634,10,79,-0.1351,0.1108,7.9,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_008469,BORR_008469,69639,10.77,84,312905,87998,1.49,3.16,599,171508,2021-12-03,0,0.41,5.0,30,29,297737,22257,0.0992,27,38,-0.0579,0.0283,5.8,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008470,BORR_008470,145290,5.81,48,615568,101255,2.18,1.23,690,109061,2023-02-12,0,1.33,5.0,28,29,598340,50210,0.2466,8,72,0.0009,-0.1455,5.7,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_008471,BORR_008471,1633649,4.23,60,2192472,89535,2.2,0.96,746,185743,2021-03-30,0,2.0,2.71,15,2,2144662,203268,0.0421,29,50,0.1945,-0.1403,5.0,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008472,BORR_008472,60622,12.62,12,170513,255169,3.98,3.12,782,30472,2020-08-30,0,1.99,5.0,48,10,169551,13769,-0.0701,8,22,-0.069,-0.2948,3.9,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008473,BORR_008473,66718,4.88,48,566316,939510,1.78,2.0,615,15200,2021-12-27,0,2.0,5.0,29,25,547690,44423,-0.1939,21,32,-0.0613,-0.1197,3.9,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008474,BORR_008474,333437,5.55,84,960813,36447,1.43,1.06,706,74055,2020-06-28,0,2.0,5.0,39,17,996675,96523,-0.196,20,59,0.0674,0.1241,5.0,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_008475,BORR_008475,68470,10.32,24,230609,302505,3.87,2.55,555,920910,2021-09-08,0,0.07,5.0,39,13,235334,20208,0.0765,26,58,-0.0593,0.2036,2.9,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_008476,BORR_008476,204595,10.64,60,383525,255803,2.57,2.71,630,47104,2020-02-06,1,2.0,5.0,21,120,367616,31445,-0.1022,226,85,-0.0871,-0.2345,7.9,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008477,BORR_008477,15878,11.56,12,6874640,20058,1.51,2.33,628,72363,2023-09-03,0,0.22,5.0,33,14,6977823,526106,-0.0393,0,16,-0.1762,0.0882,5.4,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_008478,BORR_008478,4508589,8.33,84,245903,942168,1.51,1.7,774,112031,2023-02-27,0,2.0,5.0,17,22,249681,21703,-0.0634,3,52,0.2757,-0.014,5.0,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_008479,BORR_008479,21556,12.51,120,632386,230920,0.8,1.95,449,52990,2025-06-10,0,0.41,5.0,42,15,661236,56776,0.1246,0,77,-0.1517,0.1212,4.9,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_008480,BORR_008480,100445,14.72,36,2150830,416558,2.45,3.38,794,256012,2024-09-01,0,0.39,5.0,59,21,2043938,163300,-0.0829,12,76,-0.0286,0.0479,3.1,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008481,BORR_008481,155015,6.98,24,1099147,10986,3.03,2.24,541,22525,2024-07-22,1,2.0,1.49,27,61,1071441,106811,-0.187,261,31,-0.0556,-0.1847,4.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008482,BORR_008482,2867732,11.73,60,605880,1092147,2.16,1.87,636,1876593,2023-05-22,0,1.53,5.0,25,4,631799,60692,0.0263,11,42,0.2395,-0.0098,3.1,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_008483,BORR_008483,22308,14.21,12,3083520,2368587,3.6,2.71,806,35993,2023-05-17,1,0.62,5.0,48,64,3216769,294826,-0.104,347,113,-0.1899,0.019,7.5,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008484,BORR_008484,3190078,11.55,48,99517,133865,2.19,1.01,460,414829,2024-09-20,0,2.0,1.38,45,6,101712,8602,0.0177,29,81,0.248,0.1361,4.2,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_008485,BORR_008485,506746,11.49,36,2784560,63551,1.71,1.58,551,905192,2020-01-05,1,0.56,3.36,32,52,2858563,234598,-0.0665,42,60,0.0416,-0.2202,6.1,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008486,BORR_008486,304261,6.46,48,384796,6743,1.38,1.41,725,8654,2023-05-23,0,2.0,0.85,42,7,369076,26879,0.1107,21,34,0.0601,-0.2967,4.4,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_008487,BORR_008487,37162,9.89,12,55988,30138,1.35,2.64,510,53963,2021-08-24,0,0.69,5.0,57,8,56065,4309,0.1839,26,32,-0.1082,0.1444,6.1,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008488,BORR_008488,383353,10.19,12,15977237,483007,1.61,2.43,837,236925,2022-11-26,0,1.62,5.0,15,14,15548380,1437686,-0.1178,4,80,0.0785,-0.0141,4.1,0,0,0,1,0,0,0,0,0,0,0,1
LOAN_008489,BORR_008489,54982,11.7,12,1257784,156010,3.97,2.85,634,168475,2025-02-03,0,0.33,5.0,47,1,1217688,99596,0.1844,22,75,-0.0768,-0.0616,5.8,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_008490,BORR_008490,1088152,14.97,48,3025165,22644,1.76,1.95,669,40923,2020-08-25,0,2.0,0.62,2,12,3119036,299663,0.1159,0,1,0.162,-0.2174,5.5,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_008491,BORR_008491,37926,4.37,48,4372248,1182253,2.34,1.27,671,105091,2020-06-28,0,0.36,5.0,11,5,4212677,301615,-0.2049,16,33,-0.1065,0.0042,6.4,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_008492,BORR_008492,137346,4.72,24,396572,68196,1.46,1.29,620,5802,2020-08-17,0,2.0,5.0,3,21,395328,33053,0.101,7,75,-0.0036,0.01,7.2,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008493,BORR_008493,70762,4.86,48,880144,23786,1.0,3.21,752,90129,2021-10-10,0,0.79,5.0,17,19,918745,81062,-0.057,21,89,-0.0566,-0.1905,5.6,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008494,BORR_008494,37001,12.17,84,1152384,172537,2.76,1.0,547,74586,2021-06-09,1,0.5,5.0,25,60,1116179,93641,-0.2045,317,42,0.0063,-0.3868,4.9,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_008495,BORR_008495,494835,5.5,36,517420,315927,2.41,2.4,611,55664,2020-04-05,0,2.0,5.0,56,2,542152,52213,0.0395,29,20,0.099,0.078,5.4,0,0,0,1,0,0,0,0,0,1,0,0
LOAN_008496,BORR_008496,363374,10.85,60,5004900,28526,0.74,1.43,650,27655,2021-03-10,0,2.0,3.05,42,18,5252286,523401,0.1009,21,4,0.0743,0.1358,6.4,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_008497,BORR_008497,998006,7.57,60,5943311,110169,3.59,1.38,609,57191,2022-09-28,0,2.0,4.8,25,16,5976366,421500,0.0427,21,27,0.1551,0.0335,8.4,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_008498,BORR_008498,11273,9.03,12,1029501,1202689,2.28,1.07,503,13788,2024-09-25,0,0.82,5.0,36,3,995542,70681,0.0036,25,86,-0.2036,0.1776,5.4,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_008499,BORR_008499,803117,6.37,36,2188294,27967,1.67,3.44,684,141499,2025-06-03,0,2.0,1.05,15,19,2148052,152534,-0.0296,14,47,0.1377,-0.008,5.1,0,0,1,0,0,0,0,1,0,0,0,0
LOAN_008500,BORR_008500,6977305,13.53,48,3353567,256800,3.23,0.96,621,104727,2022-12-27,1,2.0,1.15,41,99,3328245,297453,-0.3716,195,43,0.1052,-0.0073,6.6,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_008501,BORR_008501,82663,10.45,60,1685983,107784,0.89,1.2,604,56217,2024-01-14,0,1.47,5.0,56,2,1653835,130800,-0.1574,11,69,-0.0442,-0.1326,6.8,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008502,BORR_008502,2793268,14.39,36,602309,326905,2.16,1.79,829,14798,2022-09-30,0,2.0,2.94,51,19,589096,53672,0.1509,15,82,0.2374,-0.229,4.9,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_008503,BORR_008503,109672,10.32,120,61077,41690,2.42,2.03,699,247657,2024-04-26,0,0.44,5.0,51,18,63961,5128,0.0223,17,39,-0.0216,0.2832,3.7,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_008504,BORR_008504,20772,5.36,60,1346931,220548,3.21,3.37,585,11990,2025-05-10,1,1.73,5.0,31,160,1300241,113884,-0.0002,74,105,-0.1147,-0.0668,3.5,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_008505,BORR_008505,102903,5.88,36,3122597,47120,1.8,1.45,628,14586,2025-03-19,0,2.0,5.0,42,26,3195455,295031,0.0127,27,13,-0.0267,-0.2039,5.9,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_008506,BORR_008506,784111,14.88,12,387425,12072,3.49,2.75,578,4889693,2022-09-09,0,0.16,0.5,23,14,368069,31263,-0.1889,28,66,0.1358,0.0284,7.0,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_008507,BORR_008507,46292,11.98,24,1477633,26012,2.94,2.57,580,77336,2022-12-19,1,0.6,5.0,25,89,1491845,126284,-0.1706,81,86,-0.1923,-0.0543,5.7,0,1,0,0,0,0,0,0,0,0,0,0
LOAN_008508,BORR_008508,66137,4.54,48,2052771,122599,3.2,2.2,573,8344,2022-08-24,0,2.0,5.0,19,0,2138154,148832,0.013,14,38,-0.062,-0.0361,4.9,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_008509,BORR_008509,396451,11.74,48,2066348,220582,3.89,1.52,656,103636,2023-11-10,0,2.0,5.0,36,13,2022527,162529,-0.2127,13,40,0.0812,-0.0564,4.9,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_008510,BORR_008510,163503,8.53,60,1397053,785386,3.46,1.22,573,65302,2021-01-22,0,2.0,5.0,45,2,1353119,114824,0.096,0,23,0.0104,0.0622,6.7,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_008511,BORR_008511,391184,7.38,60,362498,259269,1.71,1.28,546,23604,2024-07-16,0,2.0,5.0,1,4,367996,30199,-0.1246,24,42,0.0802,0.1277,4.8,0,0,0,1,0,0,1,0,0,0,0,0
